source_language	source_value	subject_id	predicate_id	translation_language	translation_value	translation_status	translator	translator_expertise	translation_date	comment
en	Vascular remnant arising from the disk	HP:0009922	rdfs:label	kk	Дискіден шығатын тамырлық қалдық	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Aplasia/Hypoplasia involving the nose	HP:0009924	rdfs:label	kk	Мұрынның аплазиясы/гипоплазиясы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Epiphora	HP:0009926	rdfs:label	kk	Эпифора	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Aplasia of the nose	HP:0009927	rdfs:label	kk	Мұрынның аплазиясы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Thick nasal alae	HP:0009928	rdfs:label	kk	Мұрын қанаттарының қалыңдауы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Abnormal columella morphology	HP:0009929	rdfs:label	kk	Колумелла морфологиясының ауытқуы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Asymmetry of the nares	HP:0009930	rdfs:label	kk	Танаулардың асимметриясы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Enlarged naris	HP:0009931	rdfs:label	kk	Танаудың үлкеюі	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Single naris	HP:0009932	rdfs:label	kk	Жалғыз танау	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Narrow naris	HP:0009933	rdfs:label	kk	Тар танау	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Supernumerary naris	HP:0009934	rdfs:label	kk	Қосымша танау	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Aplasia/Hypoplasia of the nasal septum	HP:0009935	rdfs:label	kk	Мұрын перегородкасының аплазиясы/гипоплазиясы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Narrow nasal septum	HP:0009936	rdfs:label	kk	Тар мұрын перегородкасы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Facial hirsutism	HP:0009937	rdfs:label	kk	Беттің гирсутизмі	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Sunken cheeks	HP:0009938	rdfs:label	kk	Батып кеткен беттер	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Mandibular aplasia	HP:0009939	rdfs:label	kk	Төменгі жақтың аплазиясы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Asymmetry of the mandible	HP:0009940	rdfs:label	kk	Төменгі жақтың асимметриясы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Asymmetry of the mouth	HP:0009941	rdfs:label	kk	Ауыздың асимметриясы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Duplication of thumb phalanx	HP:0009942	rdfs:label	kk	Бас бармақ фалангасының қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Complete duplication of thumb phalanx	HP:0009943	rdfs:label	kk	Бас бармақ фалангасының толық қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Partial duplication of thumb phalanx	HP:0009944	rdfs:label	kk	Бас бармақ фалангасының ішінара қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Duplication of phalanx of 2nd finger	HP:0009945	rdfs:label	kk	2-саусақ фалангасының қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Polydactyly affecting the 2nd finger	HP:0009946	rdfs:label	kk	2-саусаққа әсер ететін полидактилия	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Duplication of the proximal phalanx of the 2nd finger	HP:0009947	rdfs:label	kk	2-саусақтың проксимальды фалангасының қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Duplication of the distal phalanx of the 2nd finger	HP:0009948	rdfs:label	kk	2-саусақтың дистальды фалангасының қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Duplication of the middle phalanx of the 2nd finger	HP:0009949	rdfs:label	kk	2-саусақтың ортаңғы фалангасының қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Complete duplication of the distal phalanx of the 2nd finger	HP:0009950	rdfs:label	kk	2-саусақтың дистальды фалангасының толық қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Partial duplication of the distal phalanx of the 2nd finger	HP:0009951	rdfs:label	kk	2-саусақтың дистальды фалангасының ішінара қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Complete duplication of the middle phalanx of the 2nd finger	HP:0009952	rdfs:label	kk	2-саусақтың ортаңғы фалангасының толық қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Partial duplication of the middle phalanx of the 2nd finger	HP:0009953	rdfs:label	kk	2-саусақтың ортаңғы фалангасының ішінара қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Complete duplication of the proximal phalanx of the 2nd finger	HP:0009954	rdfs:label	kk	2-саусақтың проксимальды фалангасының толық қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Partial duplication of the proximal phalanx of the 2nd finger	HP:0009955	rdfs:label	kk	2-саусақтың проксимальды фалангасының ішінара қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Partial duplication of the phalanges of the 2nd finger	HP:0009956	rdfs:label	kk	2-саусақ фалангаларының ішінара қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Complete duplication of the phalanges of the 2nd finger	HP:0009957	rdfs:label	kk	2-саусақ фалангаларының толық қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Polydactyly affecting the 3rd finger	HP:0009958	rdfs:label	kk	3-саусаққа әсер ететін полидактилия	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Duplication of phalanx of 3rd finger	HP:0009959	rdfs:label	kk	3-саусақ фалангасының қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Complete duplication of the phalanges of the 3rd finger	HP:0009960	rdfs:label	kk	3-саусақ фалангаларының толық қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Partial duplication of the phalanges of the 3rd finger	HP:0009961	rdfs:label	kk	3-саусақ фалангаларының ішінара қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Duplication of the distal phalanx of the 3rd finger	HP:0009962	rdfs:label	kk	3-саусақтың дистальды фалангасының қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Duplication of the middle phalanx of the 3rd finger	HP:0009963	rdfs:label	kk	3-саусақтың ортаңғы фалангасының қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Duplication of the proximal phalanx of the 3rd finger	HP:0009964	rdfs:label	kk	3-саусақтың проксимальды фалангасының қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Complete duplication of the distal phalanx of the 3rd finger	HP:0009965	rdfs:label	kk	3-саусақтың дистальды фалангасының толық қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Complete duplication of the middle phalanx of the 3rd finger	HP:0009966	rdfs:label	kk	3-саусақтың ортаңғы фалангасының толық қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Complete duplication of the proximal phalanx of the 3rd finger	HP:0009967	rdfs:label	kk	3-саусақтың проксимальды фалангасының толық қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Partial duplication of the distal phalanx of the 3rd finger	HP:0009968	rdfs:label	kk	3-саусақтың дистальды фалангасының ішінара қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Partial duplication of the middle phalanx of the 3rd finger	HP:0009969	rdfs:label	kk	3-саусақтың ортаңғы фалангасының ішінара қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Partial duplication of the proximal phalanx of the 3rd finger	HP:0009970	rdfs:label	kk	3-саусақтың проксимальды фалангасының ішінара қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Polydactyly affecting the 4th finger	HP:0009971	rdfs:label	kk	4-саусақтағы полидактилия	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Duplication of phalanx of 4th finger	HP:0009972	rdfs:label	kk	4-саусақ фалангасының қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Complete duplication of the phalanges of the 4th finger	HP:0009973	rdfs:label	kk	4-саусақ фалангаларының толық қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Partial duplication of the phalanges of the 4th finger	HP:0009974	rdfs:label	kk	4-саусақ фалангаларының ішінара қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Duplication of the distal phalanx of the 4th finger	HP:0009975	rdfs:label	kk	4-саусақтың дистальды фалангасының қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Duplication of the middle phalanx of the 4th finger	HP:0009976	rdfs:label	kk	4-саусақтың ортаңғы фалангасының қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Duplication of the proximal phalanx of the 4th finger	HP:0009977	rdfs:label	kk	4-саусақтың проксимальды фалангасының қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Complete duplication of the distal phalanx of the 4th finger	HP:0009978	rdfs:label	kk	4-саусақтың дистальды фалангасының толық қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Complete duplication of the middle phalanx of the 4th finger	HP:0009979	rdfs:label	kk	4-саусақтың ортаңғы фалангасының толық қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Complete duplication of the proximal phalanx of the 4th finger	HP:0009980	rdfs:label	kk	4-саусақтың проксимальды фалангасының толық қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Partial duplication of the distal phalanx of the 4th finger	HP:0009981	rdfs:label	kk	4-саусақтың дистальды фалангасының ішінара қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Partial duplication of the middle phalanx of the 4th finger	HP:0009982	rdfs:label	kk	4-саусақтың ортаңғы фалангасының ішінара қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Partial duplication of the proximal phalanx of the 4th finger	HP:0009983	rdfs:label	kk	4-саусақтың проксимальды фалангасының ішінара қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Duplication of phalanx of 5th finger	HP:0009985	rdfs:label	kk	5-саусақ фалангасының қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Complete duplication of the phalanges of the 5th finger	HP:0009986	rdfs:label	kk	5-саусақ фалангаларының толық қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Partial duplication of the phalanges of the 5th finger	HP:0009987	rdfs:label	kk	5-саусақ фалангаларының ішінара қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Duplication of the distal phalanx of the 5th finger	HP:0009988	rdfs:label	kk	5-саусақтың дистальды фалангасының қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Duplication of the middle phalanx of the 5th finger	HP:0009989	rdfs:label	kk	5-саусақтың ортаңғы фалангасының қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Duplication of the proximal phalanx of the 5th finger	HP:0009990	rdfs:label	kk	5-саусақтың проксимальды фалангасының қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Complete duplication of the distal phalanx of the 5th finger	HP:0009991	rdfs:label	kk	5-саусақтың дистальды фалангасының толық қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Complete duplication of the middle phalanx of the 5th finger	HP:0009992	rdfs:label	kk	5-саусақтың ортаңғы фалангасының толық қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Complete duplication of the proximal phalanx of the 5th finger	HP:0009993	rdfs:label	kk	5-саусақтың проксимальды фалангасының толық қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Partial duplication of the distal phalanx of the 5th finger	HP:0009994	rdfs:label	kk	5-саусақтың дистальды фалангасының ішінара қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Partial duplication of the middle phalanx of the 5th finger	HP:0009995	rdfs:label	kk	5-саусақтың ортаңғы фалангасының ішінара қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Partial duplication of the proximal phalanx of the 5th finger	HP:0009996	rdfs:label	kk	5-саусақтың проксимальды фалангасының ішінара қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Duplication of phalanx of hand	HP:0009997	rdfs:label	kk	Қол фалангасының қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Complete duplication of phalanx of hand	HP:0009998	rdfs:label	kk	Қол фалангасының толық қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Partial duplication of the phalanx of hand	HP:0009999	rdfs:label	kk	Қол фалангасының ішінара қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Complete duplication of the proximal phalanges of the hand	HP:0010000	rdfs:label	kk	Қолдың проксимальды фалангаларының толық қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Complete duplication of the distal phalanges of the hand	HP:0010001	rdfs:label	kk	Қолдың дистальды фалангаларының толық қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Complete duplication of the middle phalanges of the hand	HP:0010002	rdfs:label	kk	Қолдың ортаңғы фалангаларының толық қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Partial duplication of the proximal phalanges of the hand	HP:0010003	rdfs:label	kk	Қолдың проксимальды фалангаларының жартылай қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Partial duplication of the distal phalanges of the hand	HP:0010004	rdfs:label	kk	Қолдың дистальды фалангаларының жартылай қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Partial duplication of the middle phalanges of the hand	HP:0010005	rdfs:label	kk	Қолдың ортаңғы фалангаларының жартылай қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Duplication of the proximal phalanx of hand	HP:0010006	rdfs:label	kk	Қол проксимальды фалангысының қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Duplication of the middle phalanx of hand	HP:0010008	rdfs:label	kk	Қол ортаңғы фалангысының қосарлануы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Abnormal 1st metacarpal morphology	HP:0010009	rdfs:label	kk	1-ші қолтабан сүйегінің аномальды морфологиясы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Abnormal 2nd metacarpal morphology	HP:0010010	rdfs:label	kk	2-ші қолтабан сүйегінің аномальды морфологиясы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Abnormal 3rd metacarpal morphology	HP:0010011	rdfs:label	kk	3-ші қолтабан сүйегінің аномальды морфологиясы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Abnormal 4th metacarpal morphology	HP:0010012	rdfs:label	kk	4-ші қолтабан сүйегінің аномальды морфологиясы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Abnormal 5th metacarpal morphology	HP:0010013	rdfs:label	kk	5-ші қолтабан сүйегінің аномальды морфологиясы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Abnormality of the epiphysis of the 1st metacarpal	HP:0010014	rdfs:label	kk	1-ші қолтабан сүйегі эпифизінің аномалиясы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Absent epiphysis of the 1st metacarpal	HP:0010015	rdfs:label	kk	1-ші қолтабан сүйегі эпифизінің болмауы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Bracket epiphysis of the 1st metacarpal	HP:0010016	rdfs:label	kk	1-ші қолтабан сүйегінің жақша тәрізді эпифизі	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Cone-shaped epiphysis of the 1st metacarpal	HP:0010017	rdfs:label	kk	1-ші қолтабан сүйегінің конус тәрізді эпифизі	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Enlarged epiphysis of the 1st metacarpal	HP:0010018	rdfs:label	kk	1-ші қолтабан сүйегі эпифизінің үлкеюі	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Fragmentation of the epiphysis of the 1st metacarpal	HP:0010019	rdfs:label	kk	1-ші қолтабан сүйегі эпифизінің фрагментациясы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Irregular epiphysis of the 1st metacarpal	HP:0010020	rdfs:label	kk	1-ші қолтабан сүйегінің біркелкі емес эпифизі	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Ivory epiphysis of the 1st metacarpal	HP:0010021	rdfs:label	kk	1-ші қолтабан сүйегінің піл сүйегі тәрізді эпифизі	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Pseudoepiphysis of the 1st metacarpal	HP:0010022	rdfs:label	kk	1-ші қолтабан сүйегінің псевдоэпифизі	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Small epiphysis of the 1st metacarpal	HP:0010023	rdfs:label	kk	1-ші қолтабан сүйегінің кіші эпифизі	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Epiphyseal stippling of the first metacarpal	HP:0010024	rdfs:label	kk	1-ші қолтабан сүйегі эпифизінің түйіршіктенуі	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Triangular epiphysis of the 1st metacarpal	HP:0010025	rdfs:label	kk	1-ші қолтабан сүйегінің үшбұрышты эпифизі	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Aplasia/Hypoplasia of the 1st metacarpal	HP:0010026	rdfs:label	kk	1-ші қолтабан сүйегінің аплазиясы/гипоплазиясы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Broad 1st metacarpal	HP:0010027	rdfs:label	kk	Кең 1-ші қолтабан сүйегі	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Bullet-shaped 1st metacarpal	HP:0010028	rdfs:label	kk	Оқ тәрізді 1-ші қолтабан сүйегі	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Curved 1st metacarpal	HP:0010029	rdfs:label	kk	Иілген 1-ші қолтабан сүйегі	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Osteolytic defects of the 1st metacarpal	HP:0010030	rdfs:label	kk	1-ші қолтабан сүйегінің остеолитикалық дефектілері	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Patchy sclerosis of the 1st metacarpal	HP:0010031	rdfs:label	kk	1-ші қолтабан сүйегінің ошақты склерозы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Triangular shaped 1st metacarpal	HP:0010033	rdfs:label	kk	Үшбұрышты пішінді 1-ші қолтабан сүйегі	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Short 1st metacarpal	HP:0010034	rdfs:label	kk	Қысқа 1-ші қолтабан сүйегі	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Aplasia of the 1st metacarpal	HP:0010035	rdfs:label	kk	1-ші қолтабан сүйегінің аплазиясы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Aplasia/Hypoplasia of the 2nd metacarpal	HP:0010036	rdfs:label	kk	2-ші қолтабан сүйегінің аплазиясы/гипоплазиясы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Aplasia of the 2nd metacarpal	HP:0010037	rdfs:label	kk	2-ші қолтабан сүйегінің аплазиясы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Short 2nd metacarpal	HP:0010038	rdfs:label	kk	Қысқа 2-ші қолтабан сүйегі	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Aplasia/Hypoplasia of the 3rd metacarpal	HP:0010039	rdfs:label	kk	3-ші қолтабан сүйегінің аплазиясы/гипоплазиясы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Aplasia of the 3rd metacarpal	HP:0010040	rdfs:label	kk	3-ші қолтабан сүйегінің аплазиясы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Short 3rd metacarpal	HP:0010041	rdfs:label	kk	Қысқа 3-ші қолтабан сүйегі	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Aplasia/Hypoplasia of the 4th metacarpal	HP:0010042	rdfs:label	kk	4-ші қолтабан сүйегінің аплазиясы/гипоплазиясы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Aplasia of the 4th metacarpal	HP:0010043	rdfs:label	kk	4-ші қолтабан сүйегінің аплазиясы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Short 4th metacarpal	HP:0010044	rdfs:label	kk	Қысқа 4-ші қолтабан сүйегі	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Aplasia/Hypoplasia of the 5th metacarpal	HP:0010045	rdfs:label	kk	5-ші метакарпал сүйектің аплазиясы/гипоплазиясы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Aplasia of the 5th metacarpal	HP:0010046	rdfs:label	kk	5-ші метакарпал сүйектің аплазиясы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Short 5th metacarpal	HP:0010047	rdfs:label	kk	Қысқа 5-ші метакарпал сүйек	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Aplasia of metacarpal bones	HP:0010048	rdfs:label	kk	Метакарпал сүйектердің аплазиясы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Short metacarpal	HP:0010049	rdfs:label	kk	Қысқа метакарпал сүйек	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Deviation of the hallux	HP:0010051	rdfs:label	kk	Бас бармақтың девиациясы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Abnormal morphology of the proximal phalanx of the hallux	HP:0010052	rdfs:label	kk	Бас бармақтың проксимал фалангасының морфологиялық ауытқуы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Abnormality of the distal phalanx of the hallux	HP:0010053	rdfs:label	kk	Бас бармақтың дистал фалангасының ауытқуы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Abnormality of the first metatarsal bone	HP:0010054	rdfs:label	kk	Бірінші метатарзальды сүйектің ауытқуы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Broad hallux	HP:0010055	rdfs:label	kk	Кең бас бармақ	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
en	Abnormality of the epiphyses of the hallux	HP:0010056	rdfs:label	kk	Бас бармақтың эпифиздерінің ауытқуы	CANDIDATE	anthropic:claude-sonnet-5	ALGORITHM	2026-09-24	claude-sonnet-5
